date_clean,state,positive,negative,death,recovered,positiveIncrease,negativeIncrease,deathIncrease,totalTestResults,totalTestResultsIncrease,hospitalizedCurrently,hospitalizedCumulative,hospitalizedIncrease,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative
2020-11-15,AK,23814.0,843568.0,98.0,7164.0,1409,3709,0,867382.0,5118,141.0,,0,,,7.0,
2020-11-15,AL,217822.0,1275915.0,3248.0,88038.0,1979,4655,2,1459406.0,6251,1195.0,22275.0,0,,2151.0,,1244.0
2020-11-15,AR,133040.0,1386711.0,2183.0,114312.0,2722,19634,35,1505554.0,21690,830.0,7847.0,0,317.0,,116.0,894.0
2020-11-15,AS,0.0,1768.0,0.0,,0,0,0,1768.0,0,,,0,,,,
2020-11-15,AZ,275436.0,1706395.0,6302.0,45400.0,2383,10789,2,1974498.0,13084,1506.0,23049.0,112,368.0,,183.0,
2020-11-15,CA,1019345.0,19847440.0,18253.0,,10968,184221,35,20866785.0,195189,4454.0,,0,1094.0,,,
2020-11-15,CO,159234.0,1285090.0,2234.0,9528.0,5196,15227,0,2485451.0,41852,1325.0,11056.0,195,,,,
2020-11-15,CT,88645.0,2618022.0,4737.0,9800.0,0,0,0,2706667.0,0,659.0,12257.0,0,,,,
2020-11-15,DC,18977.0,569643.0,660.0,14182.0,163,5138,2,588620.0,5301,104.0,,0,33.0,,21.0,
2020-11-15,DE,28803.0,351012.0,736.0,14867.0,408,2043,0,622341.0,5894,81.0,,0,16.0,,,
2020-11-15,FL,872810.0,5726495.0,17734.0,,9820,34533,30,11022168.0,122779,3118.0,52529.0,88,,,,
2020-11-15,GA,386949.0,3500337.0,8957.0,,1952,19395,1,3887286.0,21347,1978.0,33241.0,25,,6225.0,,
2020-11-15,GU,6121.0,71255.0,94.0,3942.0,156,463,1,77376.0,619,75.0,,0,21.0,,12.0,
2020-11-15,HI,16759.0,295153.0,222.0,11958.0,107,0,0,595115.0,5318,63.0,1194.0,0,14.0,,1.0,
2020-11-15,IA,167282.0,821319.0,1985.0,107888.0,3554,5161,13,988601.0,8715,1279.0,,0,247.0,,115.0,
2020-11-15,ID,81317.0,358397.0,759.0,34826.0,1519,2332,7,427954.0,3539,395.0,3148.0,46,96.0,610.0,,
2020-11-15,IL,573616.0,8497225.0,11162.0,,10631,74200,74,9070841.0,84831,5474.0,,0,1045.0,,490.0,
2020-11-15,IN,251597.0,1686692.0,4910.0,146886.0,6710,13628,22,3536082.0,53337,2628.0,20704.0,321,729.0,3900.0,224.0,
2020-11-15,KS,115507.0,591280.0,1256.0,2960.0,0,0,0,706787.0,0,811.0,4327.0,0,211.0,1184.0,74.0,348.0
2020-11-15,KY,137586.0,2081184.0,1661.0,24329.0,1449,0,3,2194098.0,0,1378.0,8783.0,0,308.0,2222.0,167.0,
2020-11-15,LA,204513.0,2825083.0,6132.0,176107.0,2532,34596,11,3029596.0,37128,753.0,,0,,,58.0,
2020-11-15,MA,188275.0,2854649.0,10329.0,137422.0,2133,16064,36,7268466.0,71371,737.0,13588.0,0,159.0,,70.0,
2020-11-15,MD,165930.0,1944536.0,4302.0,8374.0,1840,10457,9,3859733.0,28574,938.0,18576.0,118,238.0,,,
2020-11-15,ME,8944.0,725771.0,165.0,6681.0,153,0,2,734715.0,153,67.0,574.0,2,23.0,,7.0,
2020-11-15,MI,275792.0,5416792.0,8376.0,138862.0,0,0,0,5692584.0,0,3241.0,,0,660.0,,272.0,
2020-11-15,MN,223581.0,1927701.0,2905.0,172873.0,7553,24650,31,3364535.0,62036,1424.0,13074.0,159,293.0,3176.0,,
2020-11-15,MO,239451.0,1430022.0,3374.0,,3729,4714,1,2785399.0,16314,2462.0,,0,536.0,,275.0,
2020-11-15,MP,100.0,16467.0,2.0,29.0,0,0,0,16567.0,0,,4.0,0,,,,
2020-11-15,MS,134309.0,873863.0,3543.0,111430.0,969,0,3,1008172.0,969,756.0,6914.0,0,185.0,,96.0,
2020-11-15,MT,47158.0,525403.0,520.0,27472.0,1272,1595,6,572561.0,2867,435.0,2047.0,5,,,,
2020-11-15,NC,312235.0,4320374.0,4806.0,261719.0,3117,37967,50,4632609.0,41084,1395.0,,0,352.0,,,
2020-11-15,ND,63796.0,259864.0,570.0,51936.0,924,508,0,962925.0,7450,400.0,2178.0,25,38.0,368.0,,
2020-11-15,NE,96834.0,564409.0,779.0,52511.0,1912,3372,4,1130232.0,12973,889.0,3551.0,29,,,,
2020-11-15,NH,14671.0,370081.0,499.0,10866.0,360,2980,0,690359.0,0,69.0,804.0,0,,266.0,,
2020-11-15,NJ,279274.0,5059796.0,16566.0,39489.0,4538,123805,18,5339070.0,128343,2004.0,39018.0,82,392.0,,135.0,
2020-11-15,NM,63171.0,1297281.0,1208.0,24788.0,1165,11093,10,1360452.0,12258,480.0,5523.0,51,,,,
2020-11-15,NV,120183.0,762340.0,1909.0,2601.0,1177,3508,1,1426082.0,12629,1025.0,,0,243.0,,120.0,
2020-11-15,NY,560200.0,16192078.0,26133.0,81788.0,3649,129553,30,16752278.0,133202,1845.0,89995.0,0,378.0,,158.0,
2020-11-15,OH,298096.0,4963930.0,5722.0,202937.0,7853,59158,8,5262026.0,67011,3175.0,22265.0,189,755.0,4204.0,368.0,
2020-11-15,OK,154128.0,1653599.0,1528.0,124793.0,3923,0,12,1807727.0,3923,1247.0,10372.0,101,362.0,,,
2020-11-15,OR,56880.0,901099.0,761.0,5870.0,862,5552,2,957979.0,6414,356.0,3628.0,0,70.0,,30.0,
2020-11-15,PA,265137.0,2559496.0,9312.0,178070.0,5199,21349,38,2824633.0,26548,2440.0,,0,531.0,,265.0,
2020-11-15,PR,42479.0,305972.0,935.0,35472.0,707,0,14,348451.0,707,515.0,,0,90.0,,66.0,
2020-11-15,RI,41529.0,435401.0,1254.0,3086.0,0,0,0,1315383.0,0,250.0,3756.0,0,27.0,,14.0,
2020-11-15,SC,195507.0,1895082.0,4112.0,101388.0,1493,16956,2,2090589.0,18449,752.0,11211.0,29,192.0,,86.0,
2020-11-15,SD,65381.0,228733.0,644.0,45377.0,1199,1092,23,294114.0,2291,553.0,3644.0,46,100.0,,49.0,
2020-11-15,TN,310937.0,3789392.0,3893.0,270091.0,5817,40211,16,4100329.0,46028,1972.0,11141.0,25,529.0,,224.0,
2020-11-15,TX,1020721.0,8221222.0,19559.0,871784.0,6561,0,89,9241943.0,6561,7274.0,,0,2047.0,,,
2020-11-15,UT,153808.0,1035460.0,718.0,104317.0,2667,5877,8,1601793.0,13039,502.0,6769.0,93,186.0,1298.0,,487.0
2020-11-15,VA,201960.0,2737283.0,3800.0,22252.0,1161,32765,1,2920737.0,33735,1284.0,23536.0,32,252.0,,120.0,
2020-11-15,VI,1434.0,24635.0,23.0,1370.0,0,0,0,26069.0,0,,,0,,,,
2020-11-15,VT,2889.0,197415.0,59.0,2023.0,46,632,0,474928.0,6894,20.0,,0,1.0,,,
2020-11-15,WA,127731.0,2621051.0,2519.0,,2233,24462,0,2748782.0,26695,569.0,9281.0,15,,,75.0,
2020-11-15,WI,329924.0,2001239.0,2751.0,240075.0,6320,11919,12,3865176.0,42769,2097.0,14381.0,155,446.0,1665.0,,
2020-11-15,WV,33659.0,893220.0,582.0,23077.0,867,10356,8,926879.0,11223,365.0,,0,113.0,,36.0,
2020-11-15,WY,22494.0,130208.0,144.0,12453.0,613,0,0,152702.0,613,202.0,580.0,0,,,,
2020-11-14,AK,22405.0,839859.0,98.0,7162.0,593,17005,2,862264.0,17598,125.0,,0,,,11.0,
2020-11-14,AL,215843.0,1271260.0,3246.0,88038.0,2226,10660,15,1453155.0,12280,1120.0,22275.0,0,,2151.0,,1244.0
2020-11-14,AR,130318.0,1367077.0,2148.0,112383.0,0,0,0,1483864.0,0,799.0,7847.0,30,291.0,,114.0,894.0
2020-11-14,AS,0.0,1768.0,0.0,,0,0,0,1768.0,0,,,0,,,,
2020-11-14,AZ,273053.0,1695606.0,6300.0,45036.0,3476,15344,43,1961414.0,18698,1470.0,22937.0,117,362.0,,189.0,
2020-11-14,CA,1008377.0,19663219.0,18218.0,,9875,183221,81,20671596.0,193096,4212.0,,0,1024.0,,,
2020-11-14,CO,154038.0,1269863.0,2234.0,9352.0,6439,17213,0,2443599.0,51797,1315.0,10861.0,264,,,,
2020-11-14,CT,88645.0,2618022.0,4737.0,9800.0,0,0,0,2706667.0,0,659.0,12257.0,0,,,,
2020-11-14,DC,18814.0,564505.0,658.0,14160.0,148,5570,1,583319.0,5718,113.0,,0,34.0,,16.0,
2020-11-14,DE,28395.0,348969.0,736.0,14727.0,379,1762,2,616447.0,7673,132.0,,0,23.0,,,
2020-11-14,FL,862990.0,5691962.0,17704.0,,4405,27562,45,10899389.0,37613,3151.0,52441.0,278,,,,
2020-11-14,GA,384997.0,3480942.0,8956.0,,2492,24897,51,3865939.0,27389,2050.0,33216.0,127,,6220.0,,
2020-11-14,GU,5965.0,70792.0,93.0,3942.0,41,424,0,76757.0,465,76.0,,0,21.0,,10.0,
2020-11-14,HI,16652.0,295153.0,222.0,11958.0,118,0,0,589797.0,4860,63.0,1194.0,7,14.0,,1.0,
2020-11-14,IA,163728.0,816158.0,1972.0,107541.0,4093,4149,24,979886.0,8242,1261.0,,0,246.0,,107.0,
2020-11-14,ID,79798.0,356065.0,752.0,34482.0,1519,2362,3,424415.0,3632,395.0,3102.0,41,96.0,602.0,,
2020-11-14,IL,562985.0,8423025.0,11088.0,,11028,103342,197,8986010.0,114370,5415.0,,0,1018.0,,499.0,
2020-11-14,IN,244887.0,1673064.0,4888.0,146000.0,8322,16559,25,3482745.0,68372,2634.0,20383.0,295,689.0,3869.0,227.0,
2020-11-14,KS,115507.0,591280.0,1256.0,2960.0,0,0,0,706787.0,0,811.0,4327.0,0,211.0,1184.0,74.0,348.0
2020-11-14,KY,136137.0,2081184.0,1658.0,24329.0,3293,17897,11,2194098.0,20574,1378.0,8783.0,131,308.0,2222.0,167.0,
2020-11-14,LA,201981.0,2790487.0,6121.0,176107.0,0,0,0,2992468.0,0,692.0,,0,,,62.0,
2020-11-14,MA,186142.0,2838585.0,10293.0,137422.0,3047,24951,28,7197095.0,111066,705.0,13588.0,0,151.0,,71.0,
2020-11-14,MD,164090.0,1934079.0,4293.0,8362.0,2321,11546,20,3831159.0,37627,921.0,18458.0,177,218.0,,,
2020-11-14,ME,8791.0,725771.0,163.0,6597.0,152,0,1,734562.0,152,67.0,572.0,6,23.0,,7.0,
2020-11-14,MI,275792.0,5416792.0,8376.0,138862.0,7430,62002,68,5692584.0,69432,3241.0,,0,660.0,,272.0,
2020-11-14,MN,216028.0,1903051.0,2874.0,167234.0,8689,14877,35,3302499.0,50948,1424.0,12915.0,271,293.0,3155.0,,
2020-11-14,MO,235722.0,1425308.0,3373.0,,6346,6937,14,2769085.0,26153,2447.0,,0,507.0,,272.0,
2020-11-14,MP,100.0,16467.0,2.0,29.0,0,0,0,16567.0,0,,4.0,0,,,,
2020-11-14,MS,133340.0,873863.0,3540.0,111430.0,1370,0,21,1007203.0,1370,778.0,6914.0,0,185.0,,96.0,
2020-11-14,MT,45886.0,523808.0,514.0,27472.0,1642,1508,37,569694.0,3150,435.0,2042.0,486,,,,
2020-11-14,NC,309118.0,4282407.0,4756.0,261719.0,3885,50873,36,4591525.0,54758,1425.0,,0,347.0,,,
2020-11-14,ND,62872.0,259356.0,570.0,50835.0,2270,1220,0,955475.0,13350,425.0,2153.0,33,47.0,367.0,,
2020-11-14,NE,94922.0,561037.0,775.0,51928.0,2369,2931,19,1117259.0,14882,918.0,3522.0,62,,,,
2020-11-14,NH,14311.0,367101.0,499.0,10842.0,382,2725,1,690359.0,0,68.0,804.0,-7,,266.0,,
2020-11-14,NJ,274736.0,4935991.0,16548.0,39253.0,4353,37143,26,5210727.0,41496,2000.0,38936.0,70,370.0,,134.0,
2020-11-14,NM,62006.0,1286188.0,1198.0,24449.0,1230,16561,22,1348194.0,17791,455.0,5472.0,64,,,,
2020-11-14,NV,119006.0,758832.0,1908.0,2601.0,2269,4564,15,1413453.0,25167,1025.0,,0,243.0,,120.0,
2020-11-14,NY,556551.0,16062525.0,26103.0,81585.0,5388,178774,24,16619076.0,184162,1788.0,89995.0,0,367.0,,146.0,
2020-11-14,OH,290243.0,4904772.0,5714.0,200715.0,7715,54519,14,5195015.0,62234,3104.0,22076.0,220,767.0,4187.0,356.0,
2020-11-14,OK,150205.0,1653599.0,1516.0,123333.0,2847,9934,23,1803804.0,12781,1247.0,10271.0,165,362.0,,,
2020-11-14,OR,56018.0,895547.0,759.0,5870.0,1081,7337,6,951565.0,8418,356.0,3628.0,0,70.0,,30.0,
2020-11-14,PA,259938.0,2538147.0,9274.0,178070.0,5551,14163,50,2798085.0,19714,2374.0,,0,518.0,,248.0,
2020-11-14,PR,41772.0,305972.0,921.0,35074.0,653,0,7,347744.0,653,539.0,,0,79.0,,62.0,
2020-11-14,RI,41529.0,435401.0,1254.0,3086.0,0,0,0,1315383.0,0,250.0,3756.0,0,27.0,,14.0,
2020-11-14,SC,194014.0,1878126.0,4110.0,100742.0,1913,39233,9,2072140.0,41146,781.0,11182.0,35,183.0,,93.0,
2020-11-14,SD,64182.0,227641.0,621.0,44814.0,1855,1307,53,291823.0,3162,549.0,3598.0,58,92.0,,45.0,
2020-11-14,TN,305120.0,3749181.0,3877.0,268368.0,4662,30190,25,4054301.0,34852,2083.0,11116.0,61,533.0,,225.0,
2020-11-14,TX,1014160.0,8221222.0,19470.0,861205.0,9177,72836,150,9235382.0,82013,7151.0,,0,1976.0,,,
2020-11-14,UT,151141.0,1029583.0,710.0,102514.0,5352,10641,9,1588754.0,21407,507.0,6676.0,85,184.0,1297.0,,486.0
2020-11-14,VA,200799.0,2704518.0,3799.0,22192.0,1537,21985,14,2887002.0,22993,1312.0,23504.0,113,261.0,,121.0,
2020-11-14,VI,1434.0,24635.0,23.0,1370.0,24,558,0,26069.0,582,,,0,,,,
2020-11-14,VT,2843.0,196783.0,59.0,2000.0,100,919,0,468034.0,6525,21.0,,0,2.0,,,
2020-11-14,WA,125498.0,2596589.0,2519.0,,2142,25775,12,2722087.0,27917,608.0,9266.0,88,,,121.0,
2020-11-14,WI,323604.0,1989320.0,2739.0,235170.0,5581,13808,56,3822407.0,54210,2034.0,14226.0,181,435.0,1652.0,,
2020-11-14,WV,32792.0,882864.0,574.0,23077.0,1153,12210,9,915656.0,13363,344.0,,0,104.0,,34.0,
2020-11-14,WY,21881.0,130208.0,144.0,12247.0,540,0,17,152089.0,540,202.0,580.0,15,,,,
2020-11-13,AK,21812.0,822854.0,96.0,7161.0,0,0,0,844666.0,0,113.0,,0,,,8.0,
2020-11-13,AL,213617.0,1260600.0,3231.0,88038.0,2980,15365,18,1440875.0,19285,1177.0,22275.0,85,,2148.0,,1243.0
2020-11-13,AR,130318.0,1367077.0,2148.0,112383.0,2312,12158,4,1483864.0,13717,826.0,7817.0,102,292.0,,114.0,891.0
2020-11-13,AS,0.0,1768.0,0.0,,0,0,0,1768.0,0,,,0,,,,
2020-11-13,AZ,269577.0,1680262.0,6257.0,44675.0,3015,16284,17,1942716.0,19210,1381.0,22820.0,244,335.0,,176.0,
2020-11-13,CA,998502.0,19479998.0,18137.0,,6893,129535,29,20478500.0,136428,4138.0,,0,1031.0,,,
2020-11-13,CO,147599.0,1252650.0,2234.0,9148.0,5197,0,33,2391802.0,44534,1322.0,10597.0,59,,,,
2020-11-13,CT,88645.0,2618022.0,4737.0,9800.0,2746,40440,11,2706667.0,43186,659.0,12257.0,0,,,,
2020-11-13,DC,18666.0,558935.0,657.0,14160.0,159,5912,0,577601.0,6071,115.0,,0,34.0,,19.0,
2020-11-13,DE,28016.0,347207.0,734.0,14571.0,470,2519,2,608774.0,4127,130.0,,0,22.0,,,
2020-11-13,FL,858585.0,5664400.0,17659.0,,6760,22512,74,10861776.0,78469,3129.0,52163.0,271,,,,
2020-11-13,GA,382505.0,3456045.0,8905.0,,2315,28822,24,3838550.0,31137,2037.0,33089.0,142,,6211.0,,
2020-11-13,GU,5924.0,70368.0,93.0,3942.0,74,769,2,76292.0,843,78.0,,0,18.0,,11.0,
2020-11-13,HI,16534.0,295153.0,222.0,11958.0,97,0,0,584937.0,4862,69.0,1187.0,9,16.0,,1.0,
2020-11-13,IA,159635.0,812009.0,1948.0,106529.0,4032,2856,18,971644.0,6888,1227.0,,0,240.0,,107.0,
2020-11-13,ID,78279.0,353703.0,749.0,34104.0,1158,2457,16,420783.0,3337,395.0,3061.0,59,96.0,600.0,,
2020-11-13,IL,551957.0,8319683.0,10891.0,,15415,91125,45,8871640.0,106540,5362.0,,0,990.0,,488.0,
2020-11-13,IN,236565.0,1656505.0,4863.0,144548.0,5600,11153,50,3414373.0,44275,2548.0,20088.0,515,664.0,3810.0,216.0,
2020-11-13,KS,115507.0,591280.0,1256.0,2960.0,6282,0,41,706787.0,6282,811.0,4327.0,75,211.0,1184.0,74.0,348.0
2020-11-13,KY,132844.0,2063287.0,1647.0,23872.0,3164,25572,25,2173524.0,28064,1358.0,8652.0,85,307.0,2200.0,147.0,
2020-11-13,LA,201981.0,2790487.0,6121.0,176107.0,3450,30530,24,2992468.0,33980,692.0,,0,,,62.0,
2020-11-13,MA,183095.0,2813634.0,10265.0,137422.0,2906,19212,23,7086029.0,81305,687.0,13588.0,0,153.0,,71.0,
2020-11-13,MD,161769.0,1922533.0,4273.0,8343.0,1869,10448,12,3793532.0,32019,914.0,18281.0,142,208.0,,,
2020-11-13,ME,8639.0,725771.0,162.0,6428.0,244,8606,3,734410.0,8850,66.0,566.0,13,18.0,,6.0,
2020-11-13,MI,268362.0,5354790.0,8308.0,128981.0,9179,64181,123,5623152.0,73360,3241.0,,0,660.0,,272.0,
2020-11-13,MN,207339.0,1888174.0,2839.0,161756.0,5544,19255,46,3251551.0,48226,1424.0,12644.0,201,293.0,3119.0,,
2020-11-13,MO,229376.0,1418371.0,3359.0,,4005,4178,20,2742932.0,15996,2328.0,,0,512.0,,264.0,
2020-11-13,MP,100.0,16467.0,2.0,29.0,0,0,0,16567.0,0,,4.0,0,,,,
2020-11-13,MS,131970.0,873863.0,3519.0,111430.0,1305,0,5,1005833.0,1305,767.0,6914.0,0,194.0,,92.0,
2020-11-13,MT,44244.0,522300.0,477.0,25389.0,1213,7380,5,566544.0,8593,492.0,1556.0,15,,,,
2020-11-13,NC,305233.0,4231534.0,4720.0,261719.0,1779,34214,14,4536767.0,35993,1423.0,,0,352.0,,,
2020-11-13,ND,60602.0,258136.0,570.0,49409.0,1429,915,17,942125.0,11144,421.0,2120.0,38,50.0,364.0,,
2020-11-13,NE,92553.0,558106.0,756.0,51017.0,2611,3197,25,1102377.0,16585,905.0,3460.0,-21,,,,
2020-11-13,NH,13929.0,364376.0,498.0,10688.0,459,2798,3,690359.0,0,69.0,811.0,7,,266.0,,
2020-11-13,NJ,270383.0,4898848.0,16522.0,39052.0,3397,41236,27,5169231.0,44633,1909.0,38866.0,105,359.0,,129.0,
2020-11-13,NM,60776.0,1269627.0,1176.0,24291.0,1742,11413,18,1330403.0,13155,471.0,5408.0,52,,,,
2020-11-13,NV,116737.0,754268.0,1893.0,2601.0,1857,3785,13,1388286.0,12617,985.0,,0,247.0,,119.0,
2020-11-13,NY,551163.0,15883751.0,26079.0,81390.0,5401,198320,24,16434914.0,203721,1737.0,89995.0,0,331.0,,137.0,
2020-11-13,OH,282528.0,4850253.0,5700.0,197674.0,8071,58213,42,5132781.0,66284,2981.0,21856.0,298,735.0,4164.0,347.0,
2020-11-13,OK,147358.0,1643665.0,1493.0,121774.0,2667,37862,12,1791023.0,40529,1279.0,10106.0,76,350.0,,,
2020-11-13,OR,54937.0,888210.0,753.0,5870.0,1058,6212,7,943147.0,7270,356.0,3628.0,44,70.0,,30.0,
2020-11-13,PA,254387.0,2523984.0,9224.0,178070.0,5531,17335,30,2778371.0,22866,2314.0,,0,480.0,,226.0,
2020-11-13,PR,41119.0,305972.0,914.0,35284.0,667,0,5,347091.0,667,559.0,,0,77.0,,59.0,
2020-11-13,RI,41529.0,435401.0,1254.0,3086.0,765,1751,4,1315383.0,14097,250.0,3756.0,55,27.0,,14.0,
2020-11-13,SC,192101.0,1838893.0,4101.0,100074.0,1611,8438,17,2030994.0,10049,775.0,11147.0,63,188.0,,89.0,
2020-11-13,SD,62327.0,226334.0,568.0,43132.0,1611,962,1,288661.0,2573,556.0,3540.0,85,102.0,,48.0,
2020-11-13,TN,300458.0,3718991.0,3852.0,265459.0,3733,19738,64,4019449.0,23471,2019.0,11055.0,105,527.0,,218.0,
2020-11-13,TX,1004983.0,8148386.0,19320.0,850648.0,11142,109010,173,9153369.0,120152,7083.0,,0,1959.0,,,
2020-11-13,UT,145789.0,1018942.0,701.0,100892.0,2150,6865,14,1567347.0,15697,492.0,6591.0,104,184.0,1294.0,,485.0
2020-11-13,VA,199262.0,2682533.0,3785.0,22095.0,1235,9359,27,2864009.0,10212,1296.0,23391.0,76,258.0,,115.0,
2020-11-13,VI,1410.0,24077.0,23.0,1357.0,0,0,0,25487.0,0,,,0,,,,
2020-11-13,VT,2743.0,195864.0,59.0,1977.0,92,896,0,461509.0,5461,24.0,,0,3.0,,,
2020-11-13,WA,123356.0,2570814.0,2507.0,,3345,46400,25,2694170.0,49745,550.0,9178.0,86,,,76.0,
2020-11-13,WI,318023.0,1975512.0,2683.0,229469.0,8451,10713,62,3768197.0,39614,2045.0,14045.0,274,435.0,1637.0,,
2020-11-13,WV,31639.0,870654.0,565.0,22543.0,742,13252,10,902293.0,13994,339.0,,0,104.0,,34.0,
2020-11-13,WY,21341.0,130208.0,127.0,12082.0,862,1400,0,151549.0,2262,195.0,565.0,7,,,,
2020-11-12,AK,21812.0,822854.0,96.0,7161.0,481,9595,0,844666.0,10076,113.0,,0,,,8.0,
2020-11-12,AL,210637.0,1245235.0,3213.0,88038.0,2000,0,12,1421590.0,0,1233.0,22190.0,304,,2144.0,,1240.0
2020-11-12,AR,128006.0,1354919.0,2144.0,111357.0,1809,11868,18,1470147.0,13153,805.0,7715.0,80,295.0,,116.0,887.0
2020-11-12,AS,0.0,1768.0,0.0,,0,0,0,1768.0,0,,,0,,,,
2020-11-12,AZ,266562.0,1663978.0,6240.0,44363.0,1399,13906,12,1923506.0,15197,1368.0,22576.0,82,331.0,,180.0,
2020-11-12,CA,991609.0,19350463.0,18108.0,,6927,113052,38,20342072.0,119979,4002.0,,0,1010.0,,,
2020-11-12,CO,142402.0,1252650.0,2201.0,8980.0,3975,16291,0,2347268.0,40486,1304.0,10538.0,275,,,,
2020-11-12,CT,85899.0,2577582.0,4726.0,9800.0,1158,23118,10,2663481.0,24276,617.0,12257.0,0,,,,
2020-11-12,DC,18507.0,553023.0,657.0,14103.0,128,4330,0,571530.0,4458,109.0,,0,33.0,,8.0,
2020-11-12,DE,27546.0,344688.0,732.0,14487.0,204,1405,8,604647.0,1319,126.0,,0,22.0,,,
2020-11-12,FL,851825.0,5641888.0,17585.0,,5504,21228,73,10783307.0,69004,3062.0,51892.0,161,,,,
2020-11-12,GA,380190.0,3427223.0,8881.0,,2496,18871,75,3807413.0,21367,2045.0,32947.0,141,,6191.0,,
2020-11-12,GU,5850.0,69599.0,91.0,3865.0,95,805,0,75449.0,900,83.0,,0,17.0,,11.0,
2020-11-12,HI,16437.0,295153.0,222.0,11958.0,117,0,0,580075.0,5223,77.0,1178.0,0,16.0,,1.0,
2020-11-12,IA,155603.0,809153.0,1930.0,105384.0,3650,2753,31,964756.0,6403,1208.0,,0,215.0,,101.0,
2020-11-12,ID,77121.0,351246.0,733.0,33715.0,1693,2283,19,417446.0,3608,361.0,3002.0,40,94.0,598.0,,
2020-11-12,IL,536542.0,8228558.0,10846.0,,12702,87915,48,8765100.0,100617,5258.0,,0,956.0,,438.0,
2020-11-12,IN,230965.0,1645352.0,4813.0,142017.0,6591,16026,51,3370098.0,62253,2569.0,19573.0,289,671.0,3758.0,220.0,
2020-11-12,KS,109225.0,591280.0,1215.0,2913.0,0,-3142,0,700505.0,-3142,810.0,4252.0,0,210.0,1167.0,80.0,347.0
2020-11-12,KY,129680.0,2037715.0,1622.0,23629.0,2336,36005,18,2145460.0,39901,1311.0,8567.0,164,299.0,2187.0,163.0,
2020-11-12,LA,198531.0,2759957.0,6097.0,176107.0,3829,29736,39,2958488.0,33565,676.0,,0,,,59.0,
2020-11-12,MA,180189.0,2794422.0,10242.0,137422.0,2648,19249,20,7004724.0,98075,661.0,13588.0,215,151.0,,68.0,
2020-11-12,MD,159900.0,1912085.0,4261.0,8323.0,1477,9672,12,3761513.0,31598,863.0,18139.0,127,199.0,,,
2020-11-12,ME,8395.0,717165.0,159.0,6292.0,193,20794,1,725560.0,20987,62.0,553.0,8,16.0,,6.0,
2020-11-12,MI,259183.0,5290609.0,8185.0,128981.0,7311,60005,49,5549792.0,67316,3209.0,,0,628.0,,253.0,
2020-11-12,MN,201795.0,1868919.0,2793.0,159467.0,7225,18173,39,3203325.0,53217,1329.0,12443.0,292,278.0,3086.0,,
2020-11-12,MO,225371.0,1414193.0,3339.0,,4603,7042,16,2726936.0,21731,2248.0,,0,518.0,,248.0,
2020-11-12,MP,100.0,16467.0,2.0,29.0,0,0,0,16567.0,0,,4.0,0,,,,
2020-11-12,MS,130665.0,873863.0,3514.0,111430.0,1271,0,17,1004528.0,1271,774.0,6914.0,0,194.0,,86.0,
2020-11-12,MT,43031.0,514920.0,472.0,24804.0,961,9262,0,557951.0,10223,499.0,1541.0,11,,,,
2020-11-12,NC,303454.0,4197320.0,4706.0,261719.0,2893,37593,8,4500774.0,40486,1279.0,,0,325.0,,,
2020-11-12,ND,59173.0,257221.0,553.0,48055.0,1800,987,34,930981.0,13030,399.0,2082.0,115,53.0,361.0,,
2020-11-12,NE,89942.0,554909.0,731.0,50148.0,2209,3180,1,1085792.0,14087,885.0,3481.0,115,,,,
2020-11-12,NH,13470.0,361578.0,495.0,10447.0,322,3896,3,690359.0,16372,69.0,804.0,4,,266.0,,
2020-11-12,NJ,266986.0,4857612.0,16495.0,38809.0,3491,36314,19,5124598.0,39805,1827.0,38761.0,161,360.0,,117.0,
2020-11-12,NM,59034.0,1258214.0,1158.0,23981.0,1487,33810,14,1317248.0,35297,481.0,5356.0,91,,,,
2020-11-12,NV,114880.0,750483.0,1880.0,2591.0,1469,4575,3,1375669.0,12785,941.0,,0,229.0,,115.0,
2020-11-12,NY,545762.0,15685431.0,26055.0,81198.0,4797,157830,29,16231193.0,162627,1677.0,89995.0,0,308.0,,136.0,
2020-11-12,OH,274457.0,4792040.0,5658.0,194846.0,7101,49613,35,5066497.0,56714,3024.0,21558.0,268,756.0,4143.0,332.0,
2020-11-12,OK,144691.0,1605803.0,1481.0,120426.0,2357,0,11,1750494.0,2357,1248.0,10030.0,162,340.0,,,
2020-11-12,OR,53879.0,881998.0,746.0,5870.0,1109,6425,4,935877.0,7534,342.0,3584.0,31,71.0,,27.0,
2020-11-12,PA,248856.0,2506649.0,9194.0,176687.0,5488,17888,49,2755505.0,23376,2196.0,,0,438.0,,207.0,
2020-11-12,PR,40452.0,305972.0,909.0,34679.0,1332,0,8,346424.0,1332,566.0,,0,76.0,,59.0,
2020-11-12,RI,40764.0,433650.0,1250.0,3052.0,988,2142,7,1301286.0,20141,232.0,3701.0,45,28.0,,17.0,
2020-11-12,SC,190490.0,1830455.0,4084.0,99368.0,1495,18741,8,2020945.0,20236,810.0,11084.0,60,196.0,,91.0,
2020-11-12,SD,60716.0,225372.0,567.0,41427.0,2020,948,0,286088.0,2968,551.0,3455.0,66,97.0,,49.0,
2020-11-12,TN,296725.0,3699253.0,3788.0,262527.0,3344,18611,27,3995978.0,21955,1973.0,10950.0,55,528.0,,224.0,
